1170614748|10914|a transcendence relic|[ a transcendence relic],[ (Relic)],[Quality: Crumbling],[Hue: Catchpenny (2154)],[Weight: 8 stones],[Price: 450,000]|843|716|T-Maps|2154
1078076314|10914|a decrepify relic|[ a decrepify relic],[ (Relic)],[Quality: Crumbling],[ Hue: 1368 ],[Weight: 8 stones],[Price: 200,000]|843|716|T-Maps|1368
1144263136|10914|a decrepify relic|[ a decrepify relic],[ (Relic)],[Quality: Crumbling],[ Hue: 1368 ],[Weight: 8 stones],[Price: 200,000]|843|716|T-Maps|1368
1136755153|10914|a essentia tap relic|[ a essentia tap relic],[ (Relic)],[Quality: Crumbling],[ Hue: 1368 ],[Weight: 8 stones],[Price: 200,000]|843|716|T-Maps|1368
1110025067|10914|a bloody talons relic|[ a bloody talons relic],[ (Relic)],[Hue: Blood Red (1157)],[Compatible With:],[Meta Dragon],[Meta Steed],[Quality: Crumbling],[Weight: 8 stones],[Price: 220,000]|843|716|T-Maps|1157
1108577724|3788|bones|[bones],[Weight: 8 stones],[Price: 999],[0 items, 0 stones]|843|716|T-Maps|0
1102557925|5356|a tattered, expertly drawn treasure map|[a tattered, expertly drawn treasure map],[Level 2 Treasure Map],[Weight: 1 stone],[Price: 300],[for somewhere in Felucca]|843|716|T-Maps|0
1094731050|5356|a tattered, expertly drawn treasure map|[a tattered, expertly drawn treasure map],[Level 2 Treasure Map],[Weight: 1 stone],[Price: 300],[for somewhere in Felucca]|843|716|T-Maps|0
1187357484|5356|a tattered, expertly drawn treasure map|[a tattered, expertly drawn treasure map],[Level 2 Treasure Map],[Weight: 1 stone],[Price: 300],[for somewhere in Felucca]|843|716|T-Maps|0
1188898116|5356|a tattered, expertly drawn treasure map|[a tattered, expertly drawn treasure map],[Level 2 Treasure Map],[Weight: 1 stone],[Price: 300],[for somewhere in Felucca]|843|716|T-Maps|0
1197359793|5356|a tattered, expertly drawn treasure map|[a tattered, expertly drawn treasure map],[Level 2 Treasure Map],[Weight: 1 stone],[Price: 300],[for somewhere in Felucca]|843|716|T-Maps|0
1078076320|5356|a tattered, adeptly drawn treasure map|[a tattered, adeptly drawn treasure map],[Level 3 Treasure Map],[Weight: 1 stone],[Price: 999],[for somewhere in Felucca]|843|716|T-Maps|0
1125830076|5356|a tattered, adeptly drawn treasure map|[a tattered, adeptly drawn treasure map],[Level 3 Treasure Map],[Weight: 1 stone],[Price: 999],[for somewhere in Felucca]|843|716|T-Maps|0
1125758111|5356|a tattered, expertly drawn treasure map|[a tattered, expertly drawn treasure map],[Level 2 Treasure Map],[Weight: 1 stone],[Price: 500],[for somewhere in Felucca]|843|716|T-Maps|0
1127595174|5356|a tattered, expertly drawn treasure map|[a tattered, expertly drawn treasure map],[Level 2 Treasure Map],[Weight: 1 stone],[Price: 500],[for somewhere in Felucca]|843|716|T-Maps|0
1144614440|5356|a tattered, adeptly drawn treasure map|[a tattered, adeptly drawn treasure map],[Level 3 Treasure Map],[Weight: 1 stone],[Price: 999],[for somewhere in Felucca]|843|716|T-Maps|0
1186539581|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1084911152|5356|a tattered, adeptly drawn treasure map|[a tattered, adeptly drawn treasure map],[Level 3 Treasure Map],[Weight: 1 stone],[Price: 999],[for somewhere in Felucca]|843|716|T-Maps|0
1109855333|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1102846421|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1212701067|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1168264423|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1167949867|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1177451252|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1186980456|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1187630300|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1198344114|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1212282063|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1091912632|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1169525089|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1153630176|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1142424121|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1106258527|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1117749102|3866|a portal fragment fragment|[a portal fragment fragment],[Hue: Blaze (1161)],[Weight: 11 stones],[Price: 68,000],[Must be combined with another item]|843|716|T-Maps|1161
1115850520|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1167518316|3786|bones|[bones],[Weight: 8 stones],[Price: 999],[0 items, 0 stones]|843|716|T-Maps|0
1088609591|13786|fragment|[fragment],[Weight: 1 stone],[Price: 220,000]|843|716|T-Maps|0
1096753154|5360|a silver slayer deed|[a silver slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 5,000]|843|716|T-Maps|1964
1105713632|5360|a silver slayer deed|[a silver slayer deed],[ Hue: 1964 ],[Weight: 1 stone],[Price: 5,000]|843|716|T-Maps|1964
1094718119|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1083902255|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1212782819|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1077979019|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1078788094|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1212369969|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1211578293|5356|a tattered, cleverly drawn treasure map|[a tattered, cleverly drawn treasure map],[Level 4 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|843|716|T-Maps|0
1186142143|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1177998315|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1125060567|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1117101531|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1124611040|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1091207494|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1192866220|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1199320574|5356|a tattered, deviously drawn treasure map|[a tattered, deviously drawn treasure map],[Level 5 Treasure Map],[Weight: 1 stone],[Price: 14,000],[for somewhere in Felucca]|843|716|T-Maps|0
1143436563|44795|sunflowers|[ sunflowers],[ (Rare)],[Weight: 5 stones],[Price: 9,999]|843|718|Flower&Plant|0
1111391912|44795|sunflowers|[ sunflowers],[ (Rare)],[Weight: 5 stones],[Price: 9,999]|843|718|Flower&Plant|0
1112454086|43972|a delphinium plant|[ a delphinium plant],[ (Rare)],[Weight: 1 stone],[Price: 9,999]|843|718|Flower&Plant|0
1143090290|44795|sunflowers|[ sunflowers],[ (Rare)],[Weight: 5 stones],[Price: 9,999]|843|718|Flower&Plant|0
1143297817|44795|sunflowers|[ sunflowers],[ (Rare)],[Weight: 5 stones],[Price: 9,999]|843|718|Flower&Plant|0
1110189648|42730|a plant|[ a plant],[ (Magical)],[Weight: 13 stones],[Price: 9,999]|843|718|Flower&Plant|0
1096273332|11417|cattails|[ cattails],[ (Rare)],[Weight: 1 stone],[Price: 9,999]|843|718|Flower&Plant|0
1208531497|11417|cattails|[ cattails],[ (Rare)],[Weight: 1 stone],[Price: 9,999]|843|718|Flower&Plant|0
1164670519|11417|cattails|[ cattails],[ (Rare)],[Weight: 1 stone],[Price: 9,999]|843|718|Flower&Plant|0
1164663282|11417|cattails|[ cattails],[ (Rare)],[Weight: 1 stone],[Price: 9,999]|843|718|Flower&Plant|0
1208562027|11417|cattails|[ cattails],[ (Rare)],[Weight: 1 stone],[Price: 9,999]|843|718|Flower&Plant|0
1164530116|11417|cattails|[ cattails],[ (Rare)],[Weight: 1 stone],[Price: 9,999]|843|718|Flower&Plant|0
1104105922|43972|a delphinium plant|[ a delphinium plant],[ (Rare)],[Weight: 1 stone],[Price: 9,999]|843|718|Flower&Plant|0
1171168984|3310|vines|[vines],[Weight: 1 stone],[Price: 999]|843|718|Flower&Plant|0
1171295906|3314|vines|[vines],[Weight: 1 stone],[Price: 999]|843|718|Flower&Plant|0
1104837039|43972|a delphinium plant|[ a delphinium plant],[ (Rare)],[Weight: 1 stone],[Price: 9,999]|843|718|Flower&Plant|0
1092659098|42322|a flower|[ a flower],[ (Rare)],[Weight: 1 stone],[Price: 30,000]|843|718|Flower&Plant|0
1096681966|42322|a flower|[ a flower],[ (Rare)],[Weight: 1 stone],[Price: 30,000]|843|718|Flower&Plant|0
1224784155|6810|a decorative flax|[a decorative flax],[Weight: 1 stone],[Price: 40,000]|843|718|Flower&Plant|0
1133622821|6810|a decorative flax|[a decorative flax],[Weight: 1 stone],[Price: 40,000]|843|718|Flower&Plant|0
1219225288|6810|a decorative flax|[a decorative flax],[Weight: 1 stone],[Price: 40,000]|843|718|Flower&Plant|0
1224783989|6810|a decorative flax|[a decorative flax],[Weight: 1 stone],[Price: 40,000]|843|718|Flower&Plant|0
1224784328|6810|a decorative flax|[a decorative flax],[Weight: 1 stone],[Price: 40,000]|843|718|Flower&Plant|0
1078980320|3378|Easter basket grass|[ Easter basket grass],[ (Rare)],[Hue: Ice Light (1165)],[Weight: 1 stone],[Price: 15,000]|843|718|Flower&Plant|1165
1224784784|19340|a decorative plain vanilla plant|[a decorative plain vanilla plant],[Weight: 1 stone],[Price: 45,000]|843|718|Flower&Plant|0
1219225184|19340|a decorative plain vanilla plant|[a decorative plain vanilla plant],[Weight: 1 stone],[Price: 45,000]|843|718|Flower&Plant|0
1224784531|19340|a decorative plain vanilla plant|[a decorative plain vanilla plant],[Weight: 1 stone],[Price: 45,000]|843|718|Flower&Plant|0
1086454101|42724|a tickseed flower|[ a tickseed flower],[ (Magical)],[Weight: 1 stone],[Price: 9,999]|843|718|Flower&Plant|0
1180294781|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 999],[[beggar shirt]|843|714|Recipi|0
1165676935|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 999],[[minoc plate legs]|843|714|Recipi|0
1149771346|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[serrated halberd]|843|714|Recipi|0
1165280099|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[beggar pants]|843|714|Recipi|0
1158495749|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[sultry shirt]|843|714|Recipi|0
1158721248|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[short broad sword]|843|714|Recipi|0
1165662686|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[high collar doublet]|843|714|Recipi|0
1171019720|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[maidens dress]|843|714|Recipi|0
1199695404|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[jesters tunic]|843|714|Recipi|0
1172052838|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[minoc plate legs]|843|714|Recipi|0
1172675852|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[fur leather arms]|843|714|Recipi|0
1083729041|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[skeletal bracers]|843|714|Recipi|0
1178425472|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[ornate hammer pick]|843|714|Recipi|0
1108562501|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[fancy short sword]|843|714|Recipi|0
1180202310|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[maidens dress]|843|714|Recipi|0
1185169467|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[laced shirt]|843|714|Recipi|0
1192299463|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[button vest]|843|714|Recipi|0
1153235200|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[ornate claymore]|843|714|Recipi|0
1161283281|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[scythe]|843|714|Recipi|0
1083206219|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[flowy skirt]|843|714|Recipi|0
1177977195|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[short broad sword]|843|714|Recipi|0
1152776552|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[female jester suit]|843|714|Recipi|0
1186073809|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[female tattered shirt]|843|714|Recipi|0
1177503726|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[scepter]|843|714|Recipi|0
1107012007|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[gnarled spear]|843|714|Recipi|0
1205115396|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[skeletal bracers]|843|714|Recipi|0
1196541022|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[ceremonial robe]|843|714|Recipi|0
1179230514|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[skeletal bracers]|843|714|Recipi|0
1128398366|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 999],[[royal plate legs]|843|714|Recipi|0
1086052845|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 999],[[royal plate arms]|843|714|Recipi|0
1166736508|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 999],[[dull plate legs]|843|714|Recipi|0
1172547327|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 999],[[centurion plate legs]|843|714|Recipi|0
1125204491|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 999],[[beggar shirt]|843|714|Recipi|0
1098075138|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[scythe]|843|714|Recipi|0
1126165227|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[noble robe]|843|714|Recipi|0
1116533594|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[captains sabre]|843|714|Recipi|0
1206819383|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[spell caster robe]|843|714|Recipi|0
1125399774|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[crimson axe]|843|714|Recipi|0
1121669425|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[beggar pants]|843|714|Recipi|0
1114719794|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[serrated halberd]|843|714|Recipi|0
1143161850|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[royal halberd]|843|714|Recipi|0
1143312659|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[gold trim dress]|843|714|Recipi|0
1149706689|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[britannian plate legs]|843|714|Recipi|0
1166485479|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[royal executioners scythe]|843|714|Recipi|0
1123100850|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 999],[[royal plate legs]|843|714|Recipi|0
1157607303|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[gold trim dress]|843|714|Recipi|0
1107113205|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 20,000],[[vampire robe]|843|714|Recipi|0
1206219194|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[royal plate chest]|843|714|Recipi|0
1199434826|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[gnarled spear]|843|714|Recipi|0
1197292786|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[gold trim dress]|843|714|Recipi|0
1211027073|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[ceremonial spear]|843|714|Recipi|0
1207519387|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[silk robe]|843|714|Recipi|0
1126660268|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[skeletal chest]|843|714|Recipi|0
1193467614|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[gold trim dress]|843|714|Recipi|0
1200883955|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[gnarled spear]|843|714|Recipi|0
1207730722|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[spell caster robe]|843|714|Recipi|0
1092049059|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[goddess dress]|843|714|Recipi|0
1206656058|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[clerics robe]|843|714|Recipi|0
1206440631|10289|recipe scroll|[recipe scroll],[Weight: 13 stones],[Price: 40,000],[[belted tunic]|843|714|Recipi|0
1110241373|5356|a tattered, adeptly drawn treasure map|[a tattered, adeptly drawn treasure map],[Level 3 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|861|694||0
1118129280|5356|a tattered, adeptly drawn treasure map|[a tattered, adeptly drawn treasure map],[Level 3 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|861|694||0
1083413110|5356|a tattered, adeptly drawn treasure map|[a tattered, adeptly drawn treasure map],[Level 3 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|861|694||0
1083892774|5356|a tattered, adeptly drawn treasure map|[a tattered, adeptly drawn treasure map],[Level 3 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|861|694||0
1083887037|5356|a tattered, adeptly drawn treasure map|[a tattered, adeptly drawn treasure map],[Level 3 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|861|694||0
1091600694|5356|a tattered, adeptly drawn treasure map|[a tattered, adeptly drawn treasure map],[Level 3 Treasure Map],[Weight: 1 stone],[Price: 3,000],[for somewhere in Felucca]|861|694||0
1087228705|4225|pieces of barbed leather|[ pieces of barbed leather],[ (Uncommon)],[Hue: Barbed Leather (1437)],[Weight: 1 stone],[Price: 999],[barbed leather]|839|645|Lucine|1437
1107176192|7133|3 Normal log|[3 Normal log],[Weight: 1 stone],[Price: 999],[Combustible],[Temperature: 1000],[Heat Provided: 1]|844|647|Gabriel|0
1110386165|7154|3 iron ingots|[3 iron ingots],[Weight: 1 stone],[Price: 999],[Smeltable],[Temperature Required: 1200],[Heat Required: 1]|844|647|Gabriel|0
1132801195|5360|a filled commodity deed|[a filled commodity deed],[Hue: Suckered (2662)],[Weight: 1 stone],[Price: 300,000],[Oak log: 60000]|844|647|Gabriel|2662
1147102120|5360|a filled commodity deed|[a filled commodity deed],[Hue: Suckered (2662)],[Weight: 1 stone],[Price: 200,000],[iron ingots: 10000]|844|647|Gabriel|2662
1147102116|5360|a filled commodity deed|[a filled commodity deed],[Hue: Suckered (2662)],[Weight: 1 stone],[Price: 200,000],[iron ingots: 10000]|844|647|Gabriel|2662
1147102118|5360|a filled commodity deed|[a filled commodity deed],[Hue: Suckered (2662)],[Weight: 1 stone],[Price: 200,000],[iron ingots: 10000]|844|647|Gabriel|2662
1133023491|5360|a filled commodity deed|[a filled commodity deed],[Hue: Suckered (2662)],[Weight: 1 stone],[Price: 200,000],[iron ingots: 10000]|844|647|Gabriel|2662
1133989864|4225|pieces of barbed leather|[ pieces of barbed leather],[ (Uncommon)],[Hue: Barbed Leather (1437)],[Weight: 1 stone],[Price: 999],[barbed leather]|840|646|Geogia|1437
1079419971|8901|Runebook|[Runebook],[Hue: Reds (2118)],[Weight: 3 stones],[Price: 7,600],[exceptional],[crafted by BABY BRAH],[Charges: 0/38]|840|646|Geogia|2118
1077386981|8901|Runebook|[Runebook],[Hue: Reds (2118)],[Weight: 3 stones],[Price: 6,800],[exceptional],[crafted by Jeffers],[Charges: 0/34]|840|646|Geogia|2118
1178818477|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 778],[oak]|840|646|Geogia|2010
1178819246|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 872],[oak]|840|646|Geogia|2010
1178839810|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 802],[oak]|840|646|Geogia|2010
1178835554|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 834],[oak]|840|646|Geogia|2010
1178839625|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 878],[oak]|840|646|Geogia|2010
1178838977|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 700],[oak]|840|646|Geogia|2010
1178840099|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 772],[oak]|840|646|Geogia|2010
1178837325|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 748],[oak]|840|646|Geogia|2010
1178839963|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 706],[oak]|840|646|Geogia|2010
1178834531|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 714],[oak]|840|646|Geogia|2010
1178839390|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 724],[oak]|840|646|Geogia|2010
1178836724|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 808],[oak]|840|646|Geogia|2010
1178840371|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 804],[oak]|840|646|Geogia|2010
1178835188|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 748],[oak]|840|646|Geogia|2010
1178835971|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 704],[oak]|840|646|Geogia|2010
1178835027|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 804],[oak]|840|646|Geogia|2010
1178837140|10245|oak bamboo flute|[ oak bamboo flute],[Hue: Oak (2010)],[Weight: 2 stones],[Price: 100],[crafted by Nadia],[exceptional],[uses remaining: 736],[oak]|840|646|Geogia|2010
